I0122 08:29:24.096530       1 flags.go:57] FLAG: --add-dir-header="false"
I0122 08:29:24.407656       1 pg_controller.go:140] PodgroupController is running ...... 
E0122 08:29:24.408055       1 pg_controller.go:160] Failed to get pod by <{volcano-controllers-f949d468b-4m74g volcano-system}> from cache: pod "volcano-controllers-f949d468b-4m74g" not found
I0122 08:29:24.432626       1 job_controller_actions.go:163] Finished Job <e428b092f4f2440fbb5c419623837059/train-kpzbtmjp> killing, current version 3
I0122 08:29:24.432699       1 job_controller.go:329] Try to handle request <Queue: , Job: e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy, Task:, Event:OutOfSync, ExitCode:0, Action:, JobVersion: 0>
I0122 08:29:24.432736       1 job_controller.go:346] Execute <SyncJob> on Job <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy> in <Aborted> by <*state.abortedState>.
I0122 08:29:24.432754       1 job_controller_actions.go:48] Killing Job <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>, current version 3
I0122 08:29:24.432827       1 job_controller_actions.go:122] Running duration is 1126h18m12.432814288s
I0122 08:29:24.432858       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: env on job: <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>
I0122 08:29:24.432873       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: ingress on job: <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>
flag provided but not defined: -auth-ingres-path
Usage of ingress:
  -disable-network-policy
    	set disableNetworkPolicy of svc to true
  -ingress-class nginx
    	set ingress class, it is nginx by default. (default "nginx")
  -ingress-host
    	set ingress host, it is  by default.
  -ingress-path /
    	set ingress path, it is / by default. (default "/")
  -labels string
    	set labels for ingress and svc, it is json string format, eg: '{"app":"nginx"}'
  -prefix-path-type PrefixPathType
    	set prefix path type, it is PrefixPathType by default. (default "Prefix")
  -publish-not-ready-addresses
    	set publishNotReadyAddresses of svc to true
  -rewrite-target /
    	set rewrite target, it is / by default.
  -svc-port 80
    	set svc port, it is 80 by default. (default 80)
E0122 08:29:24.433084       1 ingress.go:77] plugin ingress flagset parse failed, err: flag provided but not defined: -auth-ingres-path
I0122 08:29:24.433110       1 ingress.go:107] ingress plugin OnJobDelete
I0122 08:29:24.433123       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: ssh on job: <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>
I0122 08:29:24.433144       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: sshpiper on job: <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>
I0122 08:29:24.433185       1 garbagecollector.go:124] Updating job e428b092f4f2440fbb5c419623837059/train-kpzbtmjp
I0122 08:29:24.433660       1 sshpiper.go:95] sshpiper plugin OnJobDelete
I0122 08:29:24.433694       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: svc on job: <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy>
I0122 08:29:24.434130       1 job_controller_actions.go:163] Finished Job <e428b092f4f2440fbb5c419623837059/inference-absrbfej> killing, current version 8
I0122 08:29:24.434181       1 job_controller.go:329] Try to handle request <Queue: , Job: e428b092f4f2440fbb5c419623837059/train-azpabbhj, Task:, Event:OutOfSync, ExitCode:0, Action:, JobVersion: 0>
I0122 08:29:24.434210       1 job_controller.go:346] Execute <SyncJob> on Job <e428b092f4f2440fbb5c419623837059/train-azpabbhj> in <Aborted> by <*state.abortedState>.
I0122 08:29:24.434234       1 job_controller_actions.go:48] Killing Job <e428b092f4f2440fbb5c419623837059/train-azpabbhj>, current version 3
I0122 08:29:24.434299       1 job_controller_actions.go:122] Running duration is 1126h19m8.434287792s
I0122 08:29:24.434318       1 job_controller_actions.go:163] Finished Job <e428b092f4f2440fbb5c419623837059/visual-lyayfahe> killing, current version 1
I0122 08:29:24.434325       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: svc on job: <e428b092f4f2440fbb5c419623837059/train-azpabbhj>
I0122 08:29:24.434397       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: env on job: <e428b092f4f2440fbb5c419623837059/train-azpabbhj>
I0122 08:29:24.434438       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: ssh on job: <e428b092f4f2440fbb5c419623837059/train-azpabbhj>
I0122 08:29:24.436600       1 garbagecollector.go:124] Updating job e428b092f4f2440fbb5c419623837059/visual-lyayfahe
I0122 08:29:24.438204       1 garbagecollector.go:124] Updating job e428b092f4f2440fbb5c419623837059/inference-absrbfej
I0122 08:29:24.446833       1 garbagecollector.go:124] Updating job e428b092f4f2440fbb5c419623837059/train-azpabbhj
I0122 08:29:24.448312       1 job_controller_actions.go:163] Finished Job <e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy> killing, current version 3
I0122 08:29:24.448346       1 job_controller.go:329] Try to handle request <Queue: , Job: default/lm-mpi-job, Task:, Event:OutOfSync, ExitCode:0, Action:, JobVersion: 0>
I0122 08:29:24.448366       1 job_controller.go:346] Execute <SyncJob> on Job <default/lm-mpi-job> in <Completed> by <*state.finishedState>.
I0122 08:29:24.448374       1 job_controller_actions.go:48] Killing Job <default/lm-mpi-job>, current version 7
I0122 08:29:24.448412       1 garbagecollector.go:124] Updating job e428b092f4f2440fbb5c419623837059/notebook-jlroqrxy
I0122 08:29:24.448433       1 job_controller_actions.go:122] Running duration is 1661h0m16.448426302s
I0122 08:29:24.448489       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: svc on job: <default/lm-mpi-job>
I0122 08:29:24.448523       1 job_controller_plugins.go:82] Starting to execute plugin at <pluginOnJobDelete>: ssh on job: <default/lm-mpi-job>
I0122 08:29:24.449574       1 job_controller_actions.go:163] Finished Job <e428b092f4f2440fbb5c419623837059/train-azpabbhj> killing, current version 3
I0122 08:29:24.460216       1 job_controller_actions.go:163] Finished Job <default/lm-mpi-job> killing, current version 7
I0122 08:29:24.461069       1 garbagecollector.go:124] Updating job default/lm-mpi-job
I0122 08:34:38.153450       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 0 items received
I0122 08:34:46.172636       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.PersistentVolumeClaim total 7 items received
I0122 08:35:19.179953       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Job total 12 items received
I0122 08:35:26.230229       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.ReplicaSet total 10 items received
I0122 08:36:00.151365       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.Queue total 5 items received
I0122 08:36:22.150624       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 0 items received
I0122 08:36:29.185261       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.Service total 0 items received
I0122 08:36:53.159091       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Command total 8 items received
I0122 08:37:13.152495       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.Queue total 6 items received
I0122 08:37:40.157956       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.PriorityClass total 3 items received
I0122 08:38:07.154288       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Command total 10 items received
I0122 08:38:22.323115       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.Pod total 77 items received
I0122 08:38:54.155257       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 3 items received
I0122 08:38:54.173607       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Job total 16 items received
I0122 08:41:18.165459       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 6 items received
I0122 08:41:23.157335       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 6 items received
I0122 08:42:14.237922       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.ReplicaSet total 3 items received
I0122 08:42:34.192100       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.Service total 7 items received
I0122 08:43:29.190698       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Job total 0 items received
I0122 08:43:30.181352       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.PersistentVolumeClaim total 4 items received
I0122 08:43:35.330077       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.Pod total 24 items received
I0122 08:44:02.179044       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Job total 2 items received
I0122 08:44:07.163980       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 0 items received
I0122 08:45:01.160793       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.Queue total 3 items received
I0122 08:45:56.353031       1 queue_controller.go:246] Begin execute SyncQueue action for queue default, current status Open
I0122 08:45:56.353102       1 queue_controller_action.go:35] Begin to sync queue default.
I0122 08:45:56.364172       1 queue_controller_action.go:83] End sync queue default.
I0122 08:45:56.364239       1 queue_controller.go:228] Finished syncing queue default (11.252814ms).
I0122 08:45:56.569506       1 queue_controller.go:246] Begin execute SyncQueue action for queue default, current status Open
I0122 08:45:56.569558       1 queue_controller_action.go:35] Begin to sync queue default.
I0122 08:45:56.569854       1 job_controller.go:329] Try to handle request <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0>
E0122 08:45:56.570012       1 job_controller.go:334] Failed to get job by <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0> from cache: failed to find job <default/podgroup-87740462-7faf-4d69-9368-e9f72162b388>
I0122 08:45:56.581774       1 queue_controller_action.go:83] End sync queue default.
I0122 08:45:56.581828       1 queue_controller.go:228] Finished syncing queue default (12.348226ms).
I0122 08:45:57.016618       1 queue_controller.go:246] Begin execute SyncQueue action for queue default, current status Open
I0122 08:45:57.016672       1 queue_controller_action.go:35] Begin to sync queue default.
I0122 08:45:57.017355       1 job_controller.go:329] Try to handle request <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0>
E0122 08:45:57.017447       1 job_controller.go:334] Failed to get job by <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0> from cache: failed to find job <default/podgroup-87740462-7faf-4d69-9368-e9f72162b388>
I0122 08:45:57.030747       1 queue_controller_action.go:83] End sync queue default.
I0122 08:45:57.030850       1 queue_controller.go:228] Finished syncing queue default (14.255754ms).
I0122 08:45:57.166917       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Command total 7 items received
I0122 08:46:05.167378       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.PriorityClass total 0 items received
I0122 08:47:03.163253       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.Queue total 8 items received
I0122 08:47:24.242346       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1.ReplicaSet total 0 items received
I0122 08:47:31.162273       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1alpha1.Command total 9 items received
I0122 08:47:41.164306       1 reflector.go:788] pkg/mod/k8s.io/client-go@v0.27.2/tools/cache/reflector.go:231: Watch close - *v1beta1.PodGroup total 7 items received
I0122 08:47:59.773073       1 queue_controller.go:246] Begin execute SyncQueue action for queue default, current status Open
I0122 08:47:59.773122       1 queue_controller_action.go:35] Begin to sync queue default.
I0122 08:47:59.773332       1 job_controller.go:329] Try to handle request <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0>
E0122 08:47:59.773404       1 job_controller.go:334] Failed to get job by <Queue: , Job: default/podgroup-87740462-7faf-4d69-9368-e9f72162b388, Task:, Event:, ExitCode:0, Action:, JobVersion: 0> from cache: failed to find job <default/podgroup-87740462-7faf-4d69-9368-e9f72162b388>
